"word","estimate"
"aint_the",0.03353024
"aint_to",0.01952018
"aint_and",0.01677893
"deficit_the",0.03416345
"deficit_to",0.01988881
"deficit_and",0.0170958
"speeds_the",0.03443792
"speeds_to",0.0200486
"speeds_and",0.01723315
"determined_the",0.03448999
"determined_and",0.0172592
"determined_a",0.01708874
"n.y_the",0.03400249
"n.y_to",0.01979511
"n.y_and",0.01701525
"richardson_the",0.03467045
"richardson_to",0.02018397
"richardson_a",0.01717815
"tad_the",0.02235724
"tad_to",0.01301564
"tad_and",0.01118783
"confident_the",0.03452537
"confident_to",0.02009951
"confident_and",0.01727691
"fearful_the",0.03414046
"fearful_to",0.01987543
"fearful_and",0.0170843
"mirror_the",0.03374327
"mirror_to",0.01964419
"mirror_and",0.01688553
"assigned_the",0.01146978
"assigned_and",0.00573961
"assigned_a",0.00568293
"meaningful_the",0.0338326
"meaningful_to",0.0196962
"meaningful_and",0.01693024
"singer_the",0.03469098
"singer_to",0.02019592
"singer_and",0.01735978
"delivering_the",0.03426435
"delivering_to",0.01994755
"delivering_and",0.01714629
"astonishing_the",0.03345368
"astonishing_to",0.01947561
"astonishing_and",0.01674062
"rare_the",0.0346701
"rare_to",0.02018377
"rare_a",0.01717797
"pedro_the",0.03365207
"pedro_to",0.0195911
"pedro_and",0.0168399
"pushed_the",0.03378519
"pushed_to",0.0196686
"pushed_and",0.01690651
"struggling_the",0.03373925
"struggling_to",0.01964185
"struggling_and",0.01688352
"referring_the",0.02293979
"referring_and",0.01147934
"referring_a",0.01136597
"ellen_the",0.03354877
"ellen_to",0.01953097
"ellen_and",0.01678821
"moments_the",0.03430308
"moments_to",0.0199701
"moments_and",0.01716567
"pregnancy_the",0.03437246
"pregnancy_to",0.02001049
"pregnancy_and",0.01720039
"angels_the",0.03497438
"angels_to",0.02036091
"angels_a",0.01732874
"lakers_to",0.02047763
"lakers_and",0.01760193
"lakers_a",0.01742808
"religion_the",0.03407817
"religion_to",0.01983916
"religion_and",0.01705312
"loving_the",0.03394104
"loving_to",0.01975933
"loving_and",0.0169845
"gardens_and",0.01810921
"gardens_a",0.01793034
"gardens_of",0.01478545
"mothers_the",0.01117179
"mothers_to",0.00650384
"mothers_and",0.0055905
"cuz_the",0.03402019
"cuz_to",0.01980541
"cuz_and",0.01702411
"taylor_the",0.03346521
"taylor_to",0.01948232
"taylor_and",0.01674639
"workplace_the",0.0336148
"workplace_to",0.0195694
"workplace_and",0.01682124
"oversight_to",0.02056381
"oversight_and",0.01767601
"oversight_a",0.01750143
"crucial_the",0.0344313
"crucial_to",0.02004474
"crucial_a",0.01705966
"stemmed_the",0.02238927
"stemmed_to",0.01303428
"stemmed_and",0.01120386
"landed_the",0.03515742
"landed_to",0.02046747
"landed_and",0.01759319
"discount_the",0.03354911
"discount_to",0.01953116
"discount_and",0.01678837
"mississippi_the",0.03348103
"mississippi_to",0.01949153
"mississippi_and",0.01675431
"venture_the",0.03368108
"venture_to",0.01960799
"venture_and",0.01685441
"matthews_the",0.03439089
"matthews_to",0.02002122
"matthews_a",0.01703963
"bothered_the",0.03427126
"bothered_to",0.01995158
"bothered_and",0.01714975
"biological_the",0.03346587
"biological_to",0.0194827
"biological_and",0.01674672
"seventh_the",0.03428405
"seventh_to",0.01995902
"seventh_a",0.0169867
"rarely_the",0.03353256
"rarely_to",0.01952153
"rarely_and",0.01678009
"beautifully_the",0.03399841
"beautifully_to",0.01979273
"beautifully_and",0.01701321
"rational_the",0.03347048
"rational_to",0.01948539
"rational_and",0.01674903
"camps_the",0.03381678
"camps_to",0.01968699
"camps_and",0.01692232
"indianapolis_the",0.03346192
"indianapolis_to",0.0194804
"indianapolis_and",0.01674474
"wise_the",0.03430862
"wise_to",0.01997332
"wise_a",0.01699887
"dried_the",0.033455
"dried_to",0.01947638
"dried_and",0.01674128
"depth_the",0.03549851
"depth_a",0.01758843
"depth_of",0.01450351
"belief_the",0.03435786
"belief_to",0.02000199
"belief_a",0.01702327
"criticism_the",0.02266493
"criticism_to",0.01319476
"criticism_and",0.0113418
"reads_the",0.03402155
"reads_to",0.0198062
"reads_and",0.01702479
"goodnight_the",0.03399025
"goodnight_to",0.01978798
"goodnight_and",0.01700913
"babe_the",0.03350083
"babe_to",0.01950306
"babe_and",0.01676422
"torn_the",0.03345928
"torn_to",0.01947887
"torn_and",0.01674342
"h_the",0.03347543
"h_to",0.01948827
"h_and",0.0167515
"crochet_the",0.03345467
"crochet_to",0.01947618
"crochet_and",0.01674112
"soybeans_the",0.034747
"soybeans_to",0.02022854
"soybeans_a",0.01721608
"microsoft_the",0.03345566
"microsoft_to",0.01947676
"microsoft_and",0.01674161
"hung_the",0.03447635
"hung_to",0.02007097
"hung_and",0.01725237
"philly_the",0.03369844
"philly_to",0.0196181
"philly_and",0.0168631
"matters_the",0.03421986
"matters_to",0.01992165
"matters_and",0.01712402
"cat_the",0.03357263
"cat_to",0.01954486
"cat_and",0.01680015
"sergeant_the",0.02230311
"sergeant_to",0.01298412
"sergeant_and",0.01116074
"styles_the",0.02278984
"styles_to",0.01326748
"styles_and",0.01140431
"japanese_to",0.02063371
"japanese_and",0.01773609
"japanese_a",0.01756092
"amber_the",0.03346587
"amber_to",0.0194827
"amber_and",0.01674672
"transformed_the",0.03399399
"transformed_to",0.01979016
"transformed_and",0.017011
"disturbing_the",0.03348598
"disturbing_to",0.01949441
"disturbing_and",0.01675678
"alert_the",0.03380804
"alert_to",0.0196819
"alert_and",0.01691795
"dang_the",0.0338481
"dang_to",0.01970522
"dang_and",0.01693799
"goofy_to",0.02098267
"goofy_a",0.01785791
"goofy_of",0.01472572
"fear_the",0.02340971
"fear_and",0.0117145
"fear_a",0.0115988
"steal_the",0.0339855
"steal_to",0.01978521
"steal_and",0.01700675
"journalism_the",0.0336514
"journalism_to",0.01959071
"journalism_and",0.01683956
"olympics_the",0.03346521
"olympics_to",0.01948232
"olympics_and",0.01674639
"conclusions_the",0.03401406
"conclusions_to",0.01980184
"conclusions_and",0.01702104
"mandela_the",0.03352495
"mandela_to",0.0195171
"mandela_and",0.01677629
"prize_the",0.03364374
"prize_to",0.01958625
"prize_and",0.01683573
"uncle_the",0.03383294
"uncle_to",0.0196964
"uncle_and",0.01693041
"iowa_the",0.02284866
"iowa_to",0.01330172
"iowa_a",0.01132081
"china's_the",0.03348367
"china's_to",0.01949307
"china's_and",0.01675563
"argue_the",0.03401304
"argue_to",0.01980125
"argue_and",0.01702053
"saves_to",0.01364145
"saves_and",0.01172576
"saves_a",0.01160995
"whiteboard_the",0.03398991
"whiteboard_to",0.01978778
"whiteboard_and",0.01700896
"mtg_the",0.03358291
"mtg_to",0.01955084
"mtg_and",0.01680529
"accompanied_to",0.02071449
"accompanied_and",0.01780553
"accompanied_a",0.01762967
"nuclear_the",0.03347015
"nuclear_to",0.0194852
"nuclear_and",0.01674886
"shortage_the",0.01137273
"shortage_to",0.00662082
"shortage_and",0.00569105
"caps_the",0.03401815
"caps_to",0.01980422
"caps_and",0.01702309
"publish_the",0.03349324
"publish_to",0.01949864
"publish_and",0.01676042
"viruses_the",0.03362976
"viruses_to",0.01957812
"viruses_and",0.01682873
"lisa_the",0.03426505
"lisa_to",0.01994796
"lisa_and",0.01714664
"kale_the",0.03345401
"kale_to",0.0194758
"kale_and",0.01674079
"mushrooms_the",0.03351999
"mushrooms_to",0.01951421
"mushrooms_and",0.0167738
"murdered_the",0.03346126
"murdered_to",0.01948002
"murdered_and",0.01674441
"contracts_the",0.03350579
"contracts_to",0.01950594
"contracts_and",0.01676669
"embody_to",0.01398237
"embody_and",0.01201881
"embody_of",0.00981288
"lewis_the",0.03345665
"lewis_to",0.01947733
"lewis_and",0.01674211
"brian_the",0.03427299
"brian_to",0.01995258
"brian_a",0.01698122
"o'neill_the",0.03405905
"o'neill_to",0.01982803
"o'neill_and",0.01704355
"aware_the",0.02300219
"aware_to",0.0133911
"aware_and",0.01151057
"uses_the",0.03360915
"uses_to",0.01956611
"uses_and",0.01681842
"feedback_the",0.03368108
"feedback_to",0.01960799
"feedback_and",0.01685441
"suggestions_the",0.03442118
"suggestions_to",0.02003886
"suggestions_and",0.01722477
"handsome_the",0.03345632
"handsome_to",0.01947714
"handsome_and",0.01674194
"vampire_the",0.03431589
"vampire_to",0.01997756
"vampire_and",0.01717208
"gathered_the",0.03366373
"gathered_to",0.01959789
"gathered_and",0.01684573
"wave_the",0.03361746
"wave_to",0.01957095
"wave_and",0.01682258
"concluded_the",0.03389907
"concluded_to",0.0197349
"concluded_and",0.0169635
"folk_the",0.03362876
"folk_to",0.01957753
"folk_and",0.01682823
"addressing_the",0.03443269
"addressing_to",0.02004555
"addressing_and",0.01723053
"fairly_the",0.03349489
"fairly_to",0.0194996
"fairly_and",0.01676124
"revamp_the",0.03430724
"revamp_to",0.01997252
"revamp_and",0.01716775
"chances_the",0.02284935
"chances_to",0.01330212
"chances_and",0.01143409
"4-inch_the",0.03345731
"4-inch_to",0.01947772
"4-inch_and",0.01674244
"dice_the",0.03428025
"dice_to",0.01995681
"dice_and",0.01715425
"presented_the",0.03455204
"presented_to",0.02011504
"presented_and",0.01729025
"heh_the",0.03378519
"heh_to",0.0196686
"heh_and",0.01690651
"covers_the",0.03451065
"covers_to",0.02009094
"covers_and",0.01726954
"blank_the",0.03346521
"blank_to",0.01948232
"blank_and",0.01674639
"methods_the",0.03481177
"methods_and",0.01742022
"methods_a",0.01724817
"inevitable_the",0.03414938
"inevitable_to",0.01988062
"inevitable_and",0.01708876
"ethnic_the",0.03345303
"ethnic_to",0.01947523
"ethnic_and",0.01674029
"accusations_the",0.02283577
"accusations_to",0.01329422
"accusations_and",0.01142729
"racial_the",0.03345533
"racial_to",0.01947657
"racial_and",0.01674145
"independence_the",0.03464219
"independence_to",0.02016752
"independence_a",0.01716414
"warmth_the",0.02351806
"warmth_a",0.01165248
"warmth_of",0.0096087
"peel_the",0.0349715
"peel_to",0.02035923
"peel_a",0.01732731
"sparked_the",0.03436481
"sparked_to",0.02000604
"sparked_and",0.01719656
"affect_the",0.03381443
"affect_to",0.01968562
"affect_and",0.01692114
"false_the",0.03398991
"false_to",0.01978778
"false_and",0.01700896
"positions_the",0.03382486
"positions_to",0.01969169
"positions_and",0.01692636
"ups_and",0.01811287
"ups_a",0.01793397
"ups_of",0.01478844
"gibson_the",0.03400079
"gibson_to",0.01979412
"gibson_and",0.0170144
"failed_the",0.0344177
"failed_and",0.01722303
"failed_a",0.01705292
"wrestling_the",0.0338353
"wrestling_to",0.01969777
"wrestling_and",0.01693159
"prob_the",0.03348961
"prob_to",0.01949652
"prob_and",0.0167586
"violet_the",0.03399977
"violet_to",0.01979352
"violet_and",0.01701389
"tha_the",0.03345599
"tha_to",0.01947695
"tha_and",0.01674178
"pledge_the",0.03512981
"pledge_and",0.01757937
"pledge_a",0.01740575
"spoken_the",0.02315899
"spoken_and",0.01158903
"spoken_a",0.01147457
"spirits_the",0.03382452
"spirits_to",0.0196915
"spirits_and",0.01692619
"eugene_the",0.03345665
"eugene_to",0.01947733
"eugene_and",0.01674211
"hundred_the",0.03354579
"hundred_to",0.01952923
"hundred_and",0.01678672
"circle_the",0.03452747
"circle_to",0.02010073
"circle_a",0.01710731
"stole_to",0.02055805
"stole_and",0.01767105
"stole_a",0.01749652
"reuters_the",0.03375768
"reuters_to",0.01965258
"reuters_and",0.01689274
"topped_to",0.02063974
"topped_and",0.01774127
"topped_a",0.01756605
"canada_the",0.03493772
"canada_to",0.02033956
"canada_a",0.01731057
"tends_the",0.02294165
"tends_and",0.01148027
"tends_a",0.01136689
"chatting_the",0.03470089
"chatting_to",0.02020169
"chatting_a",0.01719323
"provides_the",0.02309644
"provides_to",0.01344597
"provides_and",0.01155773
"distributed_the",0.0336614
"distributed_to",0.01959653
"distributed_and",0.01684457
"assuming_the",0.02262601
"assuming_to",0.0131721
"assuming_and",0.01132232
"pros_the",0.03455485
"pros_to",0.02011667
"pros_a",0.01712087
"moll_the",0.03474914
"moll_to",0.02022978
"moll_a",0.01721714
"scraps_the",0.02340971
"scraps_and",0.0117145
"scraps_a",0.0115988
"clubhouse_the",0.03442885
"clubhouse_and",0.01722861
"clubhouse_a",0.01705845
"challenging_the",0.0339838
"challenging_to",0.01978422
"challenging_and",0.0170059
"blues_the",0.03345632
"blues_to",0.01947714
"blues_and",0.01674194
"shame_the",0.03374628
"shame_to",0.01964595
"shame_and",0.01688704
"lemon_the",0.0335544
"lemon_to",0.01953425
"lemon_and",0.01679102
"trick_the",0.03385349
"trick_to",0.01970836
"trick_and",0.01694069
"reserve_the",0.033567
"reserve_to",0.01954158
"reserve_and",0.01679733
"bean_the",0.03346752
"bean_to",0.01948366
"bean_and",0.01674755
"tournaments_the",0.03346093
"tournaments_to",0.01947983
"tournaments_and",0.01674425
"homosexual_the",0.02241297
"homosexual_to",0.01304808
"homosexual_and",0.01121572
"incest_the",0.03363542
"incest_to",0.01958141
"incest_and",0.01683156
"gained_the",0.03433739
"gained_to",0.01999007
"gained_and",0.01718284
"edition_the",0.03415762
"edition_to",0.01988542
"edition_and",0.01709288
"freestyle_the",0.03427265
"freestyle_to",0.01995238
"freestyle_a",0.01698105
"cardio_the",0.03445468
"cardio_and",0.01724153
"cardio_a",0.01707124
"ballpark_the",0.0344449
"ballpark_to",0.02005266
"ballpark_a",0.0170664
"rookies_the",0.03381275
"rookies_to",0.01968464
"rookies_and",0.0169203
"represents_to",0.01368362
"represents_and",0.01176201
"represents_a",0.01164583
"tribe_the",0.02257079
"tribe_to",0.01313996
"tribe_and",0.01129469
"stated_the",0.02266153
"stated_to",0.01319278
"stated_and",0.0113401
"asks_the",0.03385248
"asks_to",0.01970778
"asks_and",0.01694019
"ruling_the",0.03404472
"ruling_to",0.01981969
"ruling_and",0.01703639
"responding_the",0.02311151
"responding_and",0.01156528
"responding_a",0.01145105
"heavenly_the",0.03399025
"heavenly_to",0.01978798
"heavenly_and",0.01700913
"columbia_the",0.03348598
"columbia_to",0.01949441
"columbia_and",0.01675678
"intense_the",0.03376405
"intense_to",0.01965629
"intense_and",0.01689593
"cavs_the",0.03365507
"cavs_to",0.01959285
"cavs_and",0.0168414
"lengths_the",0.03517816
"lengths_and",0.01760357
"lengths_a",0.0174297
"scholarship_the",0.03351999
"scholarship_to",0.01951421
"scholarship_and",0.0167738
"highlight_the",0.0335147
"highlight_to",0.01951113
"highlight_and",0.01677116
"polish_the",0.03385518
"polish_to",0.01970935
"polish_and",0.01694154
"mainly_the",0.03426159
"mainly_to",0.01994595
"mainly_and",0.01714491
"flashing_the",0.03345862
"flashing_to",0.01947848
"flashing_and",0.01674309
"scientist_the",0.03355109
"scientist_to",0.01953232
"scientist_and",0.01678937
"invisible_the",0.03442084
"invisible_and",0.0172246
"invisible_a",0.01705447
"statistics_the",0.03346192
"statistics_to",0.0194804
"statistics_and",0.01674474
"mere_the",0.03349654
"mere_to",0.01950056
"mere_and",0.01676207
"appeal_the",0.02351806
"appeal_a",0.01165248
"appeal_of",0.0096087
"conduct_to",0.02142962
"conduct_a",0.0182383
"conduct_in",0.01203
"canadians_the",0.03448509
"canadians_and",0.01725675
"canadians_a",0.01708631
"br_the",0.03399569
"br_to",0.01979115
"br_and",0.01701185
"stewart_the",0.03412847
"stewart_to",0.01986845
"stewart_and",0.01707829
"trading_the",0.0338707
"trading_to",0.01971838
"trading_and",0.0169493
"revealed_the",0.03450434
"revealed_to",0.02008727
"revealed_and",0.01726638
"combination_the",0.03421641
"combination_to",0.01991964
"combination_and",0.0171223
"team's_the",0.03347807
"team's_to",0.0194898
"team's_and",0.01675282
"minnesota_the",0.03346192
"minnesota_to",0.0194804
"minnesota_and",0.01674474
"middlesex_the",0.03347543
"middlesex_to",0.01948827
"middlesex_and",0.0167515
"bend_the",0.034027
"bend_to",0.01980937
"bend_and",0.01702752
"surprising_the",0.03354513
"surprising_to",0.01952885
"surprising_and",0.01678638
"seniors_the",0.0336634
"seniors_to",0.0195977
"seniors_and",0.01684557
"facilities_the",0.03425193
"facilities_to",0.01994032
"facilities_and",0.01714007
"nations_the",0.03347411
"nations_to",0.0194875
"nations_and",0.01675084
"expires_the",0.03418957
"expires_to",0.01990402
"expires_and",0.01710887
"locked_the",0.03419438
"locked_to",0.01990682
"locked_and",0.01711128
"shorts_the",0.03398346
"shorts_to",0.01978403
"shorts_and",0.01700573
"expecting_the",0.03477402
"expecting_and",0.01740133
"expecting_a",0.01722946
"confirm_and",0.01207268
"confirm_a",0.01195344
"confirm_of",0.00985686
"financing_the",0.03364374
"financing_to",0.01958625
"financing_and",0.01683573
"strap_the",0.03408056
"strap_to",0.01984056
"strap_and",0.01705432
"fat_the",0.03434953
"fat_to",0.01999714
"fat_a",0.01701914
"suite_the",0.03346554
"suite_to",0.01948251
"suite_and",0.01674656
"unfair_the",0.03369577
"unfair_to",0.01961654
"unfair_and",0.01686176
"adorable_the",0.03362344
"adorable_to",0.01957444
"adorable_and",0.01682557
"dolls_the",0.03444281
"dolls_to",0.02005144
"dolls_a",0.01706536
"delete_to",0.01810784
"delete_and",0.01556493
"delete_a",0.0154112
"path_the",0.0334972
"path_to",0.01950094
"path_and",0.0167624
"wed_the",0.03384405
"wed_to",0.01970287
"wed_and",0.01693597
"resolution_the",0.03452116
"resolution_to",0.02009706
"resolution_and",0.0172748
"prefer_the",0.02320072
"prefer_and",0.01160992
"prefer_a",0.01149525
"kiss_the",0.03399195
"kiss_to",0.01978897
"kiss_and",0.01700998
"floating_the",0.03430066
"floating_to",0.01996869
"floating_a",0.01699493
"dolphin_the",0.03346455
"dolphin_to",0.01948194
"dolphin_and",0.01674606
"guarantee_the",0.01127406
"guarantee_to",0.00656338
"guarantee_and",0.00564167
"mosque_the",0.03420677
"mosque_to",0.01991403
"mosque_and",0.01711748
"cuba_the",0.03458192
"cuba_and",0.01730521
"cuba_a",0.01713428
"wonders_the",0.03449419
"wonders_to",0.02008136
"wonders_and",0.0172613
"indicate_to",0.01363539
"indicate_and",0.01172055
"indicate_a",0.01160479
"claimed_the",0.02246318
"claimed_to",0.01307731
"claimed_and",0.01124084
"toss_to",0.0206831
"toss_and",0.01777854
"toss_a",0.01760295
"re_the",0.03346291
"re_to",0.01948098
"re_and",0.01674524
"existence_the",0.0343256
"existence_to",0.01998321
"existence_a",0.01700728
"shortly_the",0.01116265
"shortly_to",0.00649852
"shortly_and",0.00558592
"bacon_the",0.03397361
"bacon_to",0.01977829
"bacon_and",0.0170008
"volume_the",0.03429132
"volume_to",0.01996325
"volume_a",0.0169903
"questioning_to",0.02051372
"questioning_and",0.01763295
"questioning_a",0.01745879
"sending_the",0.03388758
"sending_to",0.01972821
"sending_and",0.01695775
"edwards_the",0.03450014
"edwards_and",0.01726428
"edwards_a",0.01709377
"crimes_the",0.03489969
"crimes_to",0.02031743
"crimes_a",0.01729173
"guilty_the",0.02311364
"guilty_to",0.01345598
"guilty_and",0.01156634
"smiled_the",0.03448089
"smiled_to",0.02007361
"smiled_a",0.01708423
"timeline_the",0.03397565
"timeline_to",0.01977948
"timeline_and",0.01700182
"rip_the",0.03369477
"rip_to",0.01961596
"rip_and",0.01686126
"advisor_the",0.0335319
"advisor_to",0.01952114
"advisor_and",0.01677976
"rotary_the",0.03347444
"rotary_to",0.01948769
"rotary_and",0.01675101
"trumpet_to",0.02061458
"trumpet_and",0.01771965
"trumpet_a",0.01754464
"singing_the",0.0344456
"singing_to",0.02005307
"singing_and",0.01723699
"workshop_the",0.03399229
"workshop_to",0.01978917
"workshop_and",0.01701015
"identified_the",0.03356534
"identified_to",0.01954061
"identified_and",0.0167965
"wrongly_the",0.03345665
"wrongly_to",0.01947733
"wrongly_and",0.01674211
"experts_the",0.0337503
"experts_to",0.01964829
"experts_and",0.01688905
"combine_the",0.03381544
"combine_to",0.01968621
"combine_and",0.01692165
"notes_to",0.0205636
"notes_and",0.01767583
"notes_a",0.01750125
"pet_the",0.03352627
"pet_to",0.01951787
"pet_and",0.01677695
"spa_the",0.03399127
"spa_to",0.01978858
"spa_and",0.01700964
"performing_the",0.02254385
"performing_to",0.01312427
"performing_and",0.01128121
"colorful_the",0.0342723
"colorful_to",0.01995218
"colorful_a",0.01698088
"battles_the",0.03438219
"battles_to",0.02001615
"battles_a",0.01703533
"enemies_to",0.02058135
"enemies_and",0.01769108
"enemies_a",0.01751635
"strict_the",0.03346455
"strict_to",0.01948194
"strict_and",0.01674606
"eager_the",0.01146978
"eager_and",0.00573961
"eager_a",0.00568293
"junior_the",0.03350017
"junior_to",0.01950267
"junior_and",0.01676389
"discuss_the",0.03374662
"discuss_to",0.01964614
"discuss_and",0.01688721
"judy_the",0.03345303
"judy_to",0.01947523
"judy_and",0.01674029
"holders_the",0.03391598
"holders_to",0.01974474
"holders_and",0.01697196
"grew_to",0.02051861
"grew_and",0.01763716
"grew_a",0.01746296
"british_the",0.03346488
"british_to",0.01948213
"british_and",0.01674623
"cent_the",0.03467116
"cent_to",0.02018438
"cent_and",0.01734986
"churches_the",0.03430654
"churches_to",0.01997212
"churches_a",0.01699784
"scares_the",0.02238795
"scares_to",0.01303351
"scares_and",0.0112032
"active_the",0.02230685
"active_to",0.0129863
"active_and",0.01116261
"bearing_the",0.03353851
"bearing_to",0.01952499
"bearing_and",0.01678307
"dollar_the",0.03347543
"dollar_to",0.01948827
"dollar_and",0.0167515
"one's_the",0.03353057
"one's_to",0.01952037
"one's_and",0.0167791
"cornmeal_the",0.03412744
"cornmeal_to",0.01986785
"cornmeal_and",0.01707778
"vehicle_the",0.0336674
"vehicle_to",0.01960003
"vehicle_and",0.01684757
"duke_the",0.03365607
"duke_to",0.01959343
"duke_and",0.0168419
"elaine_the",0.03345335
"elaine_to",0.01947542
"elaine_and",0.01674046
"toronto_the",0.03427714
"toronto_to",0.019955
"toronto_a",0.01698328
"athens_the",0.0334606
"athens_to",0.01947964
"athens_and",0.01674408
"liberty_the",0.03347905
"liberty_to",0.01949038
"liberty_and",0.01675332
"standards_the",0.03437871
"standards_to",0.02001413
"standards_a",0.0170336
"tweeps_the",0.03350017
"tweeps_to",0.01950267
"tweeps_and",0.01676389
"blah_the",0.02242628
"blah_to",0.01305582
"blah_and",0.01122238
"primary_the",0.0334751
"primary_to",0.01948808
"primary_and",0.01675134
"mills_the",0.03452642
"mills_and",0.01727743
"mills_a",0.01710679
"salad_the",0.03384001
"salad_to",0.01970052
"salad_and",0.01693395
"meets_to",0.0205525
"meets_and",0.01766628
"meets_a",0.01749179
"bday_the",0.03349588
"bday_to",0.01950017
"bday_and",0.01676174
"carrying_to",0.02067338
"carrying_and",0.01777019
"carrying_a",0.01759467
"torque_the",0.03346126
"torque_to",0.01948002
"torque_and",0.01674441
"associated_the",0.02246763
"associated_to",0.0130799
"associated_and",0.01124307
"genius_to",0.02101811
"genius_and",0.01806651
"genius_a",0.01788807
"burns_the",0.03360782
"burns_to",0.01956534
"burns_and",0.01681775
"disabled_the",0.03346159
"disabled_to",0.01948021
"disabled_and",0.01674458
"ranch_the",0.03467682
"ranch_to",0.02018768
"ranch_a",0.0171813
"boost_the",0.03406622
"boost_to",0.01983221
"boost_and",0.01704714
"checking_the",0.02236673
"checking_to",0.01302116
"checking_and",0.01119258
"cops_the",0.03362211
"cops_to",0.01957366
"cops_and",0.0168249
"noon_the",0.03444072
"noon_and",0.01723454
"noon_a",0.01706432
"layers_the",0.01137273
"layers_to",0.00662082
"layers_and",0.00569105
"ribbon_the",0.03427299
"ribbon_to",0.01995258
"ribbon_a",0.01698122
"bow_the",0.03437002
"bow_to",0.02000907
"bow_and",0.01719917
"sentiment_the",0.03467258
"sentiment_to",0.02018521
"sentiment_a",0.0171792
"adhered_the",0.02315899
"adhered_and",0.01158903
"adhered_a",0.01147457
"toothpaste_the",0.033455
"toothpaste_to",0.01947638
"toothpaste_and",0.01674128
"holds_the",0.03385855
"holds_to",0.01971131
"holds_and",0.01694322
"lsu_the",0.02265224
"lsu_to",0.01318737
"lsu_and",0.01133545
"receiver_the",0.03345566
"receiver_to",0.01947676
"receiver_and",0.01674161
"jeremy_the",0.03435682
"jeremy_to",0.02000139
"jeremy_a",0.01702276
"liking_the",0.02295722
"liking_to",0.01336492
"liking_and",0.01148807
"victims_the",0.02274866
"victims_to",0.0132435
"victims_and",0.0113837
"driven_the",0.0337292
"driven_to",0.01963601
"driven_and",0.0168785
"strange_the",0.03347872
"strange_to",0.01949019
"strange_and",0.01675315
"headquarters_the",0.02267763
"headquarters_to",0.01320215
"headquarters_and",0.01134816
"sacramento_the",0.0335319
"sacramento_to",0.01952114
"sacramento_and",0.01677976
"people's_the",0.03345895
"people's_to",0.01947868
"people's_and",0.01674326
"payments_the",0.03413224
"payments_to",0.01987064
"payments_and",0.01708018
"chef_the",0.03345533
"chef_to",0.01947657
"chef_and",0.01674145
"descending_the",0.02233807
"descending_to",0.01300447
"descending_and",0.01117824
"equivalent_the",0.02291451
"equivalent_to",0.01334005
"equivalent_and",0.01146669
"shadows_the",0.03362012
"shadows_to",0.0195725
"shadows_and",0.01682391
"dragon_the",0.03427368
"dragon_to",0.01995298
"dragon_a",0.01698156
"fairy_the",0.03355142
"fairy_to",0.01953251
"fairy_and",0.01678953
"push_to",0.02066949
"push_and",0.01776685
"push_a",0.01759137
"suck_the",0.03345994
"suck_to",0.01947925
"suck_and",0.01674375
"rivals_the",0.03364574
"rivals_to",0.01958742
"rivals_and",0.01683673
"videos_the",0.02300219
"videos_to",0.0133911
"videos_and",0.01151057
"boxes_the",0.03452923
"boxes_to",0.02010175
"boxes_and",0.01727884
"pimples_the",0.03428751
"pimples_to",0.01996104
"pimples_a",0.01698841
"animal_the",0.03376438
"animal_to",0.01965649
"animal_and",0.0168961
"responded_the",0.01146978
"responded_and",0.00573961
"responded_a",0.00568293
"dentist_the",0.03407954
"dentist_to",0.01983996
"dentist_and",0.01705381
"consistently_the",0.03361879
"consistently_to",0.01957173
"consistently_and",0.01682324
"map_the",0.02271423
"map_to",0.01322346
"map_and",0.01136647
"gray_the",0.03345632
"gray_to",0.01947714
"gray_and",0.01674194
"flavors_the",0.03416929
"flavors_to",0.01989221
"flavors_and",0.01709872
"rainbow_the",0.03348829
"rainbow_to",0.01949576
"rainbow_and",0.01675794
"burton_the",0.0337205
"burton_to",0.01963094
"burton_and",0.01687414
"collins_the",0.03360416
"collins_to",0.01956321
"collins_and",0.01681592
"alice_the",0.03406212
"alice_to",0.01982982
"alice_and",0.01704509
"effects_the",0.0349805
"effects_to",0.02036447
"effects_and",0.01750466
"hunt_the",0.02256742
"hunt_to",0.01313799
"hunt_and",0.01129301
"spinning_the",0.03359586
"spinning_to",0.01955838
"spinning_and",0.01681177
"villa_the",0.03428198
"villa_to",0.01995781
"villa_a",0.01698567
"settings_to",0.02109024
"settings_a",0.01794945
"settings_of",0.01480121
"maintaining_the",0.02288928
"maintaining_to",0.01332537
"maintaining_and",0.01145407
"bitches_the",0.03492695
"bitches_to",0.02033329
"bitches_a",0.01730523
"worker_the",0.03346554
"worker_to",0.01948251
"worker_and",0.01674656
"presents_the",0.02296513
"presents_to",0.01336953
"presents_and",0.01149203
"violated_the",0.03354911
"violated_to",0.01953116
"violated_and",0.01678837
"haven_the",0.0349715
"haven_and",0.01750016
"haven_a",0.01732731
"michelle_the",0.03346752
"michelle_to",0.01948366
"michelle_and",0.01674755
"designing_the",0.03427714
"designing_to",0.019955
"designing_a",0.01698327
"photoshop_the",0.03346785
"photoshop_to",0.01948385
"photoshop_and",0.01674771
"definition_the",0.02274592
"definition_to",0.01324191
"definition_and",0.01138233
"waking_the",0.02291729
"waking_to",0.01334167
"waking_a",0.01135482
"ads_the",0.03437628
"ads_to",0.02001271
"ads_a",0.0170324
"pushing_the",0.03348103
"pushing_to",0.01949153
"pushing_and",0.01675431
