"word","count","leftover_prob","estimate"
"ladies",6,0.7,0.00005905
"dm",6,0.583333333333333,0.00005905
"portland",6,0.583333333333333,0.00005905
"spirit",6,0.583333333333333,0.00005905
"talent",6,0.7,0.00005905
"activities",6,0.7,0.00005905
"forever",6,0.7,0.00005905
"keeps",6,0.466666666666667,0.00005905
"closer",6,0.35,0.00005905
"gorgeous",6,0.7,0.00005905
"eye",6,0.7,0.00005905
"watched",6,0.583333333333333,0.00005905
"prepared",6,0.7,0.00005905
"dallas",6,0.7,0.00005905
"falling",6,0.583333333333333,0.00005905
"cook",6,0.7,0.00005905
"capable",6,0.35,0.00005905
"vocals",6,0.583333333333333,0.00005905
"fantastic",6,0.7,0.00005905
"dishes",6,0.7,0.00005905
"blogs",6,0.583333333333333,0.00005905
"pub",6,0.7,0.00005905
"likes",6,0.35,0.00005905
"birth",6,0.7,0.00005905
"dressing",6,0.7,0.00005905
"taught",6,0.7,0.00005905
"awards",6,0.7,0.00005905
"dying",6,0.7,0.00005905
"champion",6,0.7,0.00005905
"accused",6,0.583333333333333,0.00005905
"funds",6,0.7,0.00005905
"phoenix",6,0.7,0.00005905
"lived",6,0.7,0.00005905
"individuals",6,0.7,0.00005905
"richard",6,0.7,0.00005905
"degree",6,0.7,0.00005905
"stress",6,0.7,0.00005905
"delicious",6,0.7,0.00005905
"f",6,0.7,0.00005905
"hook",6,0.583333333333333,0.00005905
"gold",6,0.7,0.00005905
"apart",6,0.583333333333333,0.00005905
"culture",6,0.583333333333333,0.00005905
"cell",6,0.35,0.00005905
"jordan",6,0.583333333333333,0.00005905
"g",6,0.7,0.00005905
"july",6,0.7,0.00005905
"farm",6,0.7,0.00005905
"selection",6,0.583333333333333,0.00005905
"copies",6,0.233333333333333,0.00005905
"dad",6,0.7,0.00005905
"warehouse",6,0.7,0.00005905
"target",6,0.7,0.00005905
"voters",6,0.583333333333333,0.00005905
"continues",6,0.35,0.00005905
"charges",6,0.7,0.00005905
"wtf",6,0.583333333333333,0.00005905
"france",6,0.7,0.00005905
"matt",6,0.7,0.00005905
"platform",6,0.583333333333333,0.00005905
"worst",6,0.7,0.00005905
"billion",6,0.583333333333333,0.00005905
"threat",6,0.583333333333333,0.00005905
"military",6,0.7,0.00005905
"perform",6,0.7,0.00005905
"detroit",6,0.7,0.00005905
"violence",6,0.7,0.00005905
"tied",6,0.7,0.00005905
"reported",6,0.583333333333333,0.00005905
"beers",6,0.583333333333333,0.00005905
"mayor",6,0.583333333333333,0.00005905
"cups",6,0.7,0.00005905
"luv",6,0.7,0.00005905
"options",6,0.583333333333333,0.00005905
"kitchen",6,0.7,0.00005905
"combined",6,0.583333333333333,0.00005905
"entertainment",6,0.7,0.00005905
"zimmerman",6,0.7,0.00005905
"firms",6,0.7,0.00005905
"lazy",6,0.583333333333333,0.00005905
"vice",6,0.466666666666667,0.00005905
"claims",6,0.7,0.00005905
"sarah",6,0.7,0.00005905
"runners",6,0.583333333333333,0.00005905
"cutting",6,0.7,0.00005905
"bags",6,0.583333333333333,0.00005905
"sons",6,0.7,0.00005905
"status",6,0.7,0.00005905
"congress",6,0.7,0.00005905
"pizza",6,0.583333333333333,0.00005905
"avenue",6,0.583333333333333,0.00005905
"tomato",6,0.7,0.00005905
"reflect",6,0.466666666666667,0.00005905
"suicide",6,0.7,0.00005905
"somewhat",6,0.7,0.00005905
"considered",6,0.7,0.00005905
"land",6,0.7,0.00005905
"graduate",6,0.7,0.00005905
"decades",6,0.583333333333333,0.00005905
"link",6,0.7,0.00005905
"maryland",6,0.583333333333333,0.00005905
"offered",6,0.583333333333333,0.00005905
"considering",6,0.7,0.00005905
"wishes",6,0.7,0.00005905
"machine",6,0.7,0.00005905
"production",6,0.7,0.00005905
"exchange",6,0.583333333333333,0.00005905
"guest",6,0.583333333333333,0.00005905
"offensive",6,0.7,0.00005905
"candidates",6,0.7,0.00005905
"setting",6,0.583333333333333,0.00005905
"advanced",6,0.583333333333333,0.00005905
"ncaa",6,0.7,0.00005905
"grade",6,0.7,0.00005905
"remains",6,0.583333333333333,0.00005905
"heavy",6,0.7,0.00005905
"lines",6,0.7,0.00005905
"code",6,0.7,0.00005905
"bond",6,0.7,0.00005905
"sox",6,0.7,0.00005905
"levels",6,0.7,0.00005905
"leadership",6,0.583333333333333,0.00005905
"streak",6,0.583333333333333,0.00005905
"jail",6,0.7,0.00005905
"theme",6,0.583333333333333,0.00005905
"literally",6,0.7,0.00005905
"zero",6,0.7,0.00005905
"eighth",6,0.7,0.00005905
"barack",6,0.233333333333333,0.00005905
"healthy",6,0.7,0.00005905
"truck",6,0.583333333333333,0.00005905
"speaker",6,0.583333333333333,0.00005905
"showed",6,0.7,0.00005905
"ford",6,0.466666666666667,0.00005905
"native",6,0.7,0.00005905
"recipe",6,0.466666666666667,0.00005905
"youve",6,0.35,0.00005905
"breakfast",6,0.583333333333333,0.00005905
"returned",6,0.7,0.00005905
"joke",6,0.7,0.00005905
"degrees",6,0.7,0.00005905
"corp",6,0.466666666666667,0.00005905
"shares",6,0.7,0.00005905
"conversation",6,0.7,0.00005905
"trouble",6,0.7,0.00005905
"boyfriend",6,0.583333333333333,0.00005905
"passengers",6,0.583333333333333,0.00005905
"meat",6,0.583333333333333,0.00005905
"tools",6,0.466666666666667,0.00005905
"calm",6,0.7,0.00005905
"concert",6,0.7,0.00005905
"excuse",6,0.466666666666667,0.00005905
"rick",6,0.7,0.00005905
"enjoying",6,0.583333333333333,0.00005905
"holding",6,0.7,0.00005905
"blocks",6,0.7,0.00005905
"sucks",6,0.7,0.00005905
"smoking",6,0.7,0.00005905
"introduce",6,0.583333333333333,0.00005905
"scores",6,0.583333333333333,0.00005905
"rid",6,0.116666666666667,0.00005905
"stars",6,0.7,0.00005905
"herself",6,0.7,0.00005905
"silly",6,0.7,0.00005905
"article",6,0.7,0.00005905
"truly",6,0.7,0.00005905
"sexual",6,0.7,0.00005905
"emotional",6,0.583333333333333,0.00005905
"wanting",6,0.35,0.00005905
"bike",6,0.7,0.00005905
"hasn't",6,0.583333333333333,0.00005905
"bible",6,0.7,0.00005905
"voting",6,0.7,0.00005905
"healthier",6,0.7,0.00005905
"quiet",6,0.7,0.00005905
"answers",6,0.466666666666667,0.00005905
"trade",6,0.7,0.00005905
"noted",6,0.583333333333333,0.00005905
"arizona",6,0.7,0.00005905
"arent",6,0.583333333333333,0.00005905
"legal",6,0.7,0.00005905
"breaking",6,0.583333333333333,0.00005905
"tip",6,0.7,0.00005905
"thanksgiving",6,0.7,0.00005905
"specifically",6,0.7,0.00005905
"faith",6,0.7,0.00005905
"headed",6,0.7,0.00005905
"rooms",6,0.7,0.00005905
"woods",6,0.583333333333333,0.00005905
"thx",6,0.35,0.00005905
"abuse",6,0.7,0.00005905
"married",6,0.35,0.00005905
"yours",6,0.7,0.00005905
"request",6,0.583333333333333,0.00005905
"pro",6,0.7,0.00005905
"hero",6,0.7,0.00005905
"shine",6,0.583333333333333,0.00005905
"difference",6,0.7,0.00005905
"decent",6,0.7,0.00005905
"he'll",6,0.7,0.00005905
"johnson",6,0.7,0.00005905
"finger",6,0.7,0.00005905
"arms",6,0.7,0.00005905
"consecutive",6,0.7,0.00005905
"base",6,0.7,0.00005905
"odd",6,0.7,0.00005905
"consumers",6,0.7,0.00005905
"cards",6,0.7,0.00005905
"famous",6,0.7,0.00005905
"nov",6,0.7,0.00005905
"studies",6,0.583333333333333,0.00005905
"tasting",6,0.7,0.00005905
"guide",6,0.466666666666667,0.00005905
"treatment",6,0.7,0.00005905
"dough",6,0.466666666666667,0.00005905
"systems",6,0.7,0.00005905
"search",6,0.466666666666667,0.00005905
"wearing",6,0.7,0.00005905
"scene",6,0.7,0.00005905
"german",6,0.7,0.00005905
"congratulations",6,0.466666666666667,0.00005905
"proposal",6,0.7,0.00005905
"league",6,0.7,0.00005905
"google",6,0.7,0.00005905
"camp",6,0.7,0.00005905
"shoot",6,0.583333333333333,0.00005905
"jealous",6,0.583333333333333,0.00005905
"caused",6,0.583333333333333,0.00005905
"photo",6,0.7,0.00005905
"station",6,0.7,0.00005905
"howard",6,0.7,0.00005905
"bears",6,0.7,0.00005905
"soup",6,0.7,0.00005905
"hurt",6,0.466666666666667,0.00005905
"harry",6,0.7,0.00005905
"skyrim",6,0.7,0.00005905
"described",6,0.583333333333333,0.00005905
"weve",6,0.35,0.00005905
"staying",6,0.466666666666667,0.00005905
"joe",6,0.7,0.00005905
"exercise",6,0.7,0.00005905
"yep",6,0.7,0.00005905
"custom",6,0.7,0.00005905
"statements",6,0.7,0.00005905
"baltimore",6,0.7,0.00005905
"cake",6,0.7,0.00005905
"info",6,0.7,0.00005905
"tin",6,0.583333333333333,0.00005905
"makita",6,0.7,0.00005905
"drill",6,0.35,0.00005905
"professional",6,0.7,0.00005905
"largest",5,0.7,0.0000492
"larger",5,0.7,0.0000492
"premiere",5,0.7,0.0000492
"crisis",5,0.7,0.0000492
"commercial",5,0.7,0.0000492
"revenue",5,0.56,0.0000492
"basement",5,0.56,0.0000492
"recognize",5,0.42,0.0000492
"comfortable",5,0.56,0.0000492
"awareness",5,0.42,0.0000492
"agreement",5,0.56,0.0000492
"expression",5,0.7,0.0000492
"adams",5,0.7,0.0000492
"state's",5,0.7,0.0000492
"somehow",5,0.56,0.0000492
"somewhere",5,0.7,0.0000492
"located",5,0.7,0.0000492
"com",5,0.7,0.0000492
"cleaning",5,0.7,0.0000492
"reply",5,0.7,0.0000492
"savings",5,0.7,0.0000492
"governments",5,0.7,0.0000492
"europe",5,0.7,0.0000492
"feed",5,0.7,0.0000492
"prom",5,0.7,0.0000492
"moms",5,0.7,0.0000492
"dirty",5,0.7,0.0000492
"progress",5,0.56,0.0000492
"mistakes",5,0.7,0.0000492
"realized",5,0.7,0.0000492
"letters",5,0.7,0.0000492
"effort",5,0.7,0.0000492
"bob",5,0.7,0.0000492
"gates",5,0.7,0.0000492
"mystery",5,0.56,0.0000492
"peter",5,0.7,0.0000492
"ages",5,0.7,0.0000492
"related",5,0.42,0.0000492
"alex",5,0.42,0.0000492
"studio",5,0.7,0.0000492
"crack",5,0.7,0.0000492
"nose",5,0.42,0.0000492
"delivered",5,0.56,0.0000492
"lake",5,0.7,0.0000492
"settled",5,0.7,0.0000492
"wins",5,0.7,0.0000492
"monster",5,0.56,0.0000492
"shared",5,0.56,0.0000492
"wines",5,0.7,0.0000492
"georgia",5,0.56,0.0000492
"movement",5,0.7,0.0000492
"audience",5,0.56,0.0000492
"engaging",5,0.7,0.0000492
"celebrity",5,0.7,0.0000492
"civil",5,0.42,0.0000492
"concerns",5,0.7,0.0000492
"ravens",5,0.7,0.0000492
"providing",5,0.7,0.0000492
"comments",5,0.7,0.0000492
"deserved",5,0.56,0.0000492
"scout",5,0.7,0.0000492
"vehicles",5,0.7,0.0000492
"earn",5,0.56,0.0000492
"relationships",5,0.7,0.0000492
"explain",5,0.56,0.0000492
"tht",5,0.7,0.0000492
"christians",5,0.7,0.0000492
"districts",5,0.7,0.0000492
"hundreds",5,0.42,0.0000492
"boston",5,0.7,0.0000492
"reminder",5,0.7,0.0000492
"heaven",5,0.7,0.0000492
"christian",5,0.7,0.0000492
"lessons",5,0.56,0.0000492
"pack",5,0.7,0.0000492
"protection",5,0.56,0.0000492
"patient",5,0.7,0.0000492
"quarter",5,0.56,0.0000492
"buying",5,0.7,0.0000492
"rhythm",5,0.7,0.0000492
"buddy",5,0.7,0.0000492
"hide",5,0.7,0.0000492
"parade",5,0.7,0.0000492
"promised",5,0.56,0.0000492
"application",5,0.7,0.0000492
"anywhere",5,0.7,0.0000492
"grocery",5,0.7,0.0000492
"snap",5,0.7,0.0000492
"huh",5,0.7,0.0000492
"pull",5,0.56,0.0000492
"principal",5,0.7,0.0000492
"pattern",5,0.7,0.0000492
"standard",5,0.7,0.0000492
"division",5,0.56,0.0000492
"repeatedly",5,0.7,0.0000492
"competitive",5,0.7,0.0000492
"artists",5,0.7,0.0000492
"survive",5,0.7,0.0000492
"section",5,0.7,0.0000492
"wide",5,0.7,0.0000492
"garage",5,0.7,0.0000492
"dates",5,0.7,0.0000492
"listed",5,0.7,0.0000492
"colour",5,0.7,0.0000492
"perspective",5,0.7,0.0000492
"nba",5,0.7,0.0000492
"tully",5,0.7,0.0000492
"coached",5,0.56,0.0000492
"serving",5,0.56,0.0000492
"nelson",5,0.42,0.0000492
"minister",5,0.7,0.0000492
"noting",5,0.14,0.0000492
"accounts",5,0.7,0.0000492
"plant",5,0.7,0.0000492
"locations",5,0.7,0.0000492
"scientists",5,0.7,0.0000492
"weapons",5,0.7,0.0000492
"republican",5,0.7,0.0000492
"produce",5,0.42,0.0000492
"file",5,0.56,0.0000492
"encouraged",5,0.7,0.0000492
"retired",5,0.7,0.0000492
"bag",5,0.7,0.0000492
"photographer",5,0.7,0.0000492
"practices",5,0.7,0.0000492
"agency",5,0.7,0.0000492
"february",5,0.7,0.0000492
"proved",5,0.7,0.0000492
"strength",5,0.7,0.0000492
"hops",5,0.7,0.0000492
"standing",5,0.7,0.0000492
"critical",5,0.7,0.0000492
"bunch",5,0.14,0.0000492
"fucked",5,0.42,0.0000492
"badly",5,0.7,0.0000492
"nope",5,0.7,0.0000492
"extremely",5,0.7,0.0000492
"exist",5,0.7,0.0000492
"candy",5,0.56,0.0000492
"opening",5,0.7,0.0000492
"ultimately",5,0.7,0.0000492
"um",5,0.7,0.0000492
"shooting",5,0.7,0.0000492
"supporters",5,0.7,0.0000492
"bread",5,0.7,0.0000492
"interests",5,0.7,0.0000492
"officers",5,0.56,0.0000492
"merely",5,0.7,0.0000492
"elected",5,0.42,0.0000492
"stupid",5,0.7,0.0000492
"regional",5,0.7,0.0000492
"nigga",5,0.7,0.0000492
"generated",5,0.56,0.0000492
"marks",5,0.42,0.0000492
"edges",5,0.56,0.0000492
"management",5,0.7,0.0000492
"emergency",5,0.7,0.0000492
"rule",5,0.7,0.0000492
"confirmed",5,0.7,0.0000492
"introduced",5,0.56,0.0000492
"attended",5,0.56,0.0000492
"adopted",5,0.7,0.0000492
"tho",5,0.7,0.0000492
"derby",5,0.7,0.0000492
"initial",5,0.7,0.0000492
"tennessee",5,0.56,0.0000492
"protests",5,0.7,0.0000492
"northwest",5,0.7,0.0000492
"method",5,0.7,0.0000492
"doug",5,0.56,0.0000492
"accident",5,0.7,0.0000492
"sheet",5,0.7,0.0000492
"filling",5,0.7,0.0000492
"sides",5,0.7,0.0000492
"favourite",5,0.7,0.0000492
"holidays",5,0.56,0.0000492
"required",5,0.7,0.0000492
"watson",5,0.56,0.0000492
"memory",5,0.7,0.0000492
"world's",5,0.7,0.0000492
"plate",5,0.7,0.0000492
"uncomfortable",5,0.7,0.0000492
"unlike",5,0.56,0.0000492
"represent",5,0.56,0.0000492
"commissioner",5,0.7,0.0000492
"giant",5,0.7,0.0000492
"basic",5,0.7,0.0000492
"total",5,0.7,0.0000492
"recommendations",5,0.76,0.0000492
"politicians",5,0.56,0.0000492
"albert",5,0.56,0.0000492
"k",5,0.7,0.0000492
"teen",5,0.7,0.0000492
"defensive",5,0.7,0.0000492
"terrible",5,0.7,0.0000492
"residence",5,0.7,0.0000492
"euro",5,0.7,0.0000492
"someday",5,0.7,0.0000492
"quote",5,0.7,0.0000492
"homers",5,0.28,0.0000492
"attempts",5,0.28,0.0000492
"labor",5,0.7,0.0000492
"competition",5,0.7,0.0000492
"hills",5,0.7,0.0000492
"stone",5,0.7,0.0000492
"highway",5,0.7,0.0000492
"funding",5,0.7,0.0000492
"tells",5,0.42,0.0000492
"suggests",5,0.42,0.0000492
"loud",5,0.7,0.0000492
"tournament",5,0.7,0.0000492
"healing",5,0.7,0.0000492
"tale",5,0.7,0.0000492
"tank",5,0.7,0.0000492
"willing",5,0.28,0.0000492
"pretend",5,0.56,0.0000492
"hopes",5,0.42,0.0000492
"improvement",5,0.7,0.0000492
"jo",5,0.42,0.0000492
"allegations",5,0.7,0.0000492
"divorce",5,0.7,0.0000492
"jason",5,0.7,0.0000492
"passes",5,0.7,0.0000492
"killing",5,0.7,0.0000492
"appeared",5,0.7,0.0000492
"investment",5,0.7,0.0000492
"constantly",5,0.7,0.0000492
"develop",5,0.56,0.0000492
"allow",5,0.7,0.0000492
"professionals",5,0.7,0.0000492
"fewer",5,0.42,0.0000492
"talented",5,0.7,0.0000492
"faculty",5,0.7,0.0000492
"length",5,0.7,0.0000492
"neither",5,0.56,0.0000492
"nor",5,0.7,0.0000492
"boat",5,0.7,0.0000492
"seat",5,0.7,0.0000492
"farmer's",5,0.28,0.0000492
"ii",5,0.7,0.0000492
"1960s",5,0.7,0.0000492
"hudson",5,0.7,0.0000492
"fed",5,0.7,0.0000492
"pen",5,0.7,0.0000492
"blow",5,0.7,0.0000492
"sentence",5,0.7,0.0000492
"awkward",5,0.7,0.0000492
"dozen",5,0.7,0.0000492
"merry",5,0.42,0.0000492
"drivers",5,0.7,0.0000492
"dress",5,0.7,0.0000492
"deliberately",5,0.7,0.0000492
"placed",5,0.7,0.0000492
"youth",5,0.7,0.0000492
"profile",5,0.7,0.0000492
"previously",5,0.7,0.0000492
"accomplish",5,0.56,0.0000492
"grown",5,0.56,0.0000492
"posted",5,0.7,0.0000492
"editor",5,0.7,0.0000492
"stick",5,0.7,0.0000492
"flaws",5,0.56,0.0000492
"laugh",5,0.56,0.0000492
"sadly",5,0.7,0.0000492
"accomplished",5,0.7,0.0000492
"sites",5,0.42,0.0000492
"seek",5,0.7,0.0000492
"effect",5,0.56,0.0000492
"tries",5,0.28,0.0000492
"authorities",5,0.7,0.0000492
"split",5,0.7,0.0000492
"increased",5,0.7,0.0000492
"amy",5,0.56,0.0000492
"immigration",5,0.7,0.0000492
"tall",5,0.7,0.0000492
"explains",5,0.56,0.0000492
"spoke",5,0.56,0.0000492
"faces",5,0.7,0.0000492
"passing",5,0.7,0.0000492
"voted",5,0.56,0.0000492
"italian",5,0.7,0.0000492
"santa",5,0.42,0.0000492
"fuel",5,0.7,0.0000492
"finals",5,0.7,0.0000492
"vacation",5,0.7,0.0000492
"thee",5,0.7,0.0000492
"picked",5,0.56,0.0000492
"touchdown",5,0.56,0.0000492
"ben",5,0.7,0.0000492
"steps",5,0.56,0.0000492
"beneath",5,0.56,0.0000492
"session",5,0.7,0.0000492
"dick",5,0.7,0.0000492
"dropped",5,0.7,0.0000492
"chip",5,0.7,0.0000492
"reward",5,0.7,0.0000492
"visitors",5,0.42,0.0000492
"amazon",5,0.7,0.0000492
"smith",5,0.7,0.0000492
"receiving",5,0.7,0.0000492
"fault",5,0.56,0.0000492
"wasnt",5,0.7,0.0000492
"ring",5,0.7,0.0000492
"reasonable",5,0.7,0.0000492
"thankful",5,0.42,0.0000492
"trail",5,0.7,0.0000492
"entrance",5,0.56,0.0000492
"horse",5,0.7,0.0000492
"tribute",5,0.7,0.0000492
"vintage",5,0.7,0.0000492
"medicine",5,0.7,0.0000492
"sixth",5,0.7,0.0000492
"praying",5,0.7,0.0000492
"neck",5,0.7,0.0000492
"sources",5,0.7,0.0000492
"iphone",5,0.7,0.0000492
"holiday",5,0.7,0.0000492
"ticket",5,0.56,0.0000492
"display",5,0.7,0.0000492
"yellow",5,0.7,0.0000492
"chrysler",5,0.7,0.0000492
"happiness",5,0.7,0.0000492
"wake",5,0.28,0.0000492
"tuned",5,0.7,0.0000492
"journey",5,0.7,0.0000492
"http",5,0.7,0.0000492
"crowd",5,0.7,0.0000492
"alley",5,0.7,0.0000492
"clean",5,0.7,0.0000492
"pacific",5,0.42,0.0000492
"leaders",5,0.7,0.0000492
"reflux",5,0.7,0.0000492
"scope",5,0.42,0.0000492
"apartment",5,0.7,0.0000492
"tear",5,0.7,0.0000492
"sr",5,0.7,0.0000492
"particular",5,0.7,0.0000492
"detailed",5,0.7,0.0000492
"forces",5,0.7,0.0000492
"storm",5,0.7,0.0000492
"complaint",5,0.7,0.0000492
"advertising",5,0.7,0.0000492
"traditional",5,0.56,0.0000492
"additional",5,0.7,0.0000492
"grant",5,0.7,0.0000492
"coaching",5,0.7,0.0000492
"individual",5,0.7,0.0000492
"jeans",5,0.7,0.0000492
"cities",5,0.7,0.0000492
"simon",5,0.7,0.0000492
"carries",5,0.7,0.0000492
"paying",5,0.7,0.0000492
"tune",5,0.7,0.0000492
"acknowledge",5,0.7,0.0000492
"focused",5,0.56,0.0000492
"raises",5,0.7,0.0000492
"fishing",5,0.7,0.0000492
"express",5,0.7,0.0000492
"crashed",5,0.7,0.0000492
"colleagues",5,0.7,0.0000492
"corner",5,0.56,0.0000492
"nation's",5,0.7,0.0000492
"cubs",5,0.7,0.0000492
"mess",5,0.56,0.0000492
"suicides",5,0.7,0.0000492
"beef",5,0.7,0.0000492
"admission",5,0.7,0.0000492
"flavor",5,0.7,0.0000492
"bowls",5,0.56,0.0000492
"tony",5,0.7,0.0000492
"thousands",5,0.14,0.0000492
"mexican",5,0.56,0.0000492
"healthcare",5,0.56,0.0000492
"doors",5,0.56,0.0000492
"boo",5,0.7,0.0000492
"gifts",5,0.56,0.0000492
"easier",5,0.56,0.0000492
"cherry",5,0.56,0.0000492
"pictures",5,0.7,0.0000492
"scale",5,0.7,0.0000492
"larry",5,0.7,0.0000492
"julia",5,0.7,0.0000492
"housing",5,0.7,0.0000492
"luxury",5,0.7,0.0000492
"provided",5,0.7,0.0000492
"benefit",5,0.7,0.0000492
"painting",5,0.7,0.0000492
"southern",5,0.7,0.0000492
"estimates",5,0.7,0.0000492
"deaths",5,0.7,0.0000492
"faced",5,0.56,0.0000492
"carrot",5,0.7,0.0000492
"pounds",5,0.56,0.0000492
"purchase",5,0.7,0.0000492
"nine",5,0.7,0.0000492
"plot",5,0.7,0.0000492
"imagination",5,0.7,0.0000492
"noticed",5,0.7,0.0000492
"portrayed",5,0.42,0.0000492
"crystal",5,0.7,0.0000492
"ray",5,0.7,0.0000492
"wood",5,0.7,0.0000492
"trial",5,0.56,0.0000492
"acura",5,0.28,0.0000492
"hurts",5,0.7,0.0000492
"drama",5,0.7,0.0000492
"reminds",5,0.14,0.0000492
"deals",5,0.7,0.0000492
"era",5,0.56,0.0000492
"highest",5,0.7,0.0000492
"glasses",5,0.7,0.0000492
"crossfit",5,0.7,0.0000492
"airport",5,0.7,0.0000492
"birds",4,0.7,0.00003936
"tower",4,0.7,0.00003936
"wednesday's",4,0.7,0.00003936
"brothers",4,0.7,0.00003936
"alcohol",4,0.7,0.00003936
"keeping",4,0.7,0.00003936
"pace",4,0.525,0.00003936
"scary",4,0.7,0.00003936
"taste",4,0.7,0.00003936
"neighborhood",4,0.7,0.00003936
"acres",4,0.7,0.00003936
"canvas",4,0.7,0.00003936
"tennis",4,0.7,0.00003936
"realistic",4,0.7,0.00003936
"aren't",4,0.525,0.00003936
"chairman",4,0.7,0.00003936
"tub",4,0.525,0.00003936
"toll",4,0.7,0.00003936
"instructions",4,0.7,0.00003936
"assembly",4,0.7,0.00003936
"ties",4,0.35,0.00003936
"pit",4,0.7,0.00003936
"bull",4,0.7,0.00003936
"theater",4,0.525,0.00003936
"she'll",4,0.7,0.00003936
"martins",4,0.7,0.00003936
"dot",4,0.525,0.00003936
"pics",4,0.525,0.00003936
"loads",4,0.35,0.00003936
"xd",4,0.7,0.00003936
"mood",4,0.7,0.00003936
"jazz",4,0.7,0.00003936
"significant",4,0.7,0.00003936
"ceo",4,0.7,0.00003936
"lmfao",4,0.7,0.00003936
"humor",4,0.7,0.00003936
"horses",4,0.7,0.00003936
"soft",4,0.525,0.00003936
"boots",4,0.7,0.00003936
"awake",4,0.7,0.00003936
"elizabeth",4,0.7,0.00003936
"reaching",4,0.7,0.00003936
"warner",4,0.7,0.00003936
"classic",4,0.7,0.00003936
"female",4,0.7,0.00003936
"romantic",4,0.7,0.00003936
"initiative",4,0.7,0.00003936
"helps",4,0.7,0.00003936
"ink",4,0.7,0.00003936
"indians",4,0.7,0.00003936
"attack",4,0.7,0.00003936
"banana",4,0.7,0.00003936
"kathy",4,0.7,0.00003936
"meanwhile",4,0.7,0.00003936
"miami",4,0.7,0.00003936
"notebook",4,0.525,0.00003936
"plates",4,0.7,0.00003936
"bc",4,0.525,0.00003936
"kicked",4,0.7,0.00003936
"todd",4,0.7,0.00003936
"governor",4,0.7,0.00003936
"jake",4,0.525,0.00003936
"phil",4,0.7,0.00003936
"exams",4,0.7,0.00003936
"resident",4,0.7,0.00003936
"india",4,0.7,0.00003936
"peanut",4,0.525,0.00003936
"t-shirt",4,0.7,0.00003936
"idk",4,0.525,0.00003936
"wat",4,0.7,0.00003936
"unit",4,0.7,0.00003936
"commissioners",4,0.7,0.00003936
"proceeds",4,0.7,0.00003936
"detention",4,0.525,0.00003936
"castle",4,0.7,0.00003936
"fortune",4,0.7,0.00003936
"honey",4,0.7,0.00003936
"behavior",4,0.7,0.00003936
"muscles",4,0.7,0.00003936
"requires",4,0.7,0.00003936
"columbus",4,0.7,0.00003936
"aside",4,0.7,0.00003936
"hurry",4,0.525,0.00003936
"hungry",4,0.7,0.00003936
"judge",4,0.7,0.00003936
"guitar",4,0.7,0.00003936
"bass",4,0.7,0.00003936
"yelling",4,0.525,0.00003936
"focusing",4,0.175,0.00003936
"changing",4,0.7,0.00003936
"links",4,0.7,0.00003936
"detail",4,0.7,0.00003936
"rescue",4,0.7,0.00003936
"shelter",4,0.7,0.00003936
"leaving",4,0.7,0.00003936
"racist",4,0.7,0.00003936
"nuggets",4,0.7,0.00003936
"integrity",4,0.7,0.00003936
"environmental",4,0.7,0.00003936
"safety",4,0.7,0.00003936
"estimated",4,0.7,0.00003936
"texas",4,0.7,0.00003936
"possibility",4,0.525,0.00003936
"exact",4,0.7,0.00003936
"accepting",4,0.7,0.00003936
"deliver",4,0.7,0.00003936
"devices",4,0.7,0.00003936
"killer",4,0.7,0.00003936
"digital",4,0.7,0.00003936
"bath",4,0.35,0.00003936
"pan",4,0.7,0.00003936
"ending",4,0.525,0.00003936
"btw",4,0.7,0.00003936
"xoxo",4,0.7,0.00003936
"god's",4,0.7,0.00003936
"luke",4,0.7,0.00003936
"sizes",4,0.7,0.00003936
"farmers",4,0.7,0.00003936
"weak",4,0.7,0.00003936
"exists",4,0.7,0.00003936
"desk",4,0.7,0.00003936
"believes",4,0.7,0.00003936
"wound",4,0.7,0.00003936
"modern",4,0.7,0.00003936
"explaining",4,0.7,0.00003936
"dc",4,0.7,0.00003936
"ordered",4,0.525,0.00003936
"dave",4,0.7,0.00003936
"ct",4,0.7,0.00003936
"cos",4,0.525,0.00003936
"publishers",4,0.7,0.00003936
"afford",4,0.525,0.00003936
"ballot",4,0.7,0.00003936
"guaranteed",4,0.7,0.00003936
"volleyball",4,0.7,0.00003936
"academy",4,0.7,0.00003936
"turning",4,0.7,0.00003936
"appear",4,0.7,0.00003936
"sporting",4,0.7,0.00003936
"independent",4,0.7,0.00003936
"counts",4,0.7,0.00003936
"coverage",4,0.7,0.00003936
"weapon",4,0.7,0.00003936
"espn",4,0.7,0.00003936
"begun",4,0.7,0.00003936
"bruce",4,0.7,0.00003936
"gap",4,0.525,0.00003936
"chinese",4,0.7,0.00003936
"3pm",4,0.7,0.00003936
"children's",4,0.7,0.00003936
"plants",4,0.525,0.00003936
"materials",4,0.7,0.00003936
"funded",4,0.525,0.00003936
"whom",4,0.525,0.00003936
"essential",4,0.525,0.00003936
"fighting",4,0.7,0.00003936
"they've",4,0.7,0.00003936
"gt",4,0.525,0.00003936
"initially",4,0.7,0.00003936
"terri",4,0.35,0.00003936
"solutions",4,0.7,0.00003936
"swear",4,0.7,0.00003936
"weekly",4,0.7,0.00003936
"ultimate",4,0.7,0.00003936
"holes",4,0.7,0.00003936
"dressed",4,0.7,0.00003936
"stretch",4,0.7,0.00003936
"developer",4,0.7,0.00003936
